"Wed May 04 17:31:40 CDT 2016","AA74S-7G5UV-P5E5N-K9KOU-567T0T"
"Wed May 04 17:32:12 CDT 2016","6Q8AU-N64A9-Q6FH5-SBBEI-RHSII6"
"Wed May 04 17:35:15 CDT 2016","FDC4H-EGKFJ-0VFDK-9IF14-0S5U81"
"Wed May 04 17:46:43 CDT 2016","K12GD-11V1E-ID7H6-OQR84-RSPA77"
"Wed May 04 17:58:02 CDT 2016","U7DQM-06UTV-TD1GI-UP30F-I1R63M"
"Wed May 04 18:02:08 CDT 2016","D22GN-6BE3D-9SAOB-O6NMD-FQFT7O"
"Wed May 04 18:03:16 CDT 2016","VSJFU-SVFGS-6CKVR-NPT93-F94KL2"
"Wed May 04 18:09:38 CDT 2016","QACN1-BN3K5-SMSG2-IA3O5-LPSL2G"
"Wed May 04 18:32:06 CDT 2016","7DNL3-RRH18-AT24F-4UI22-BJ4QB"
"Wed May 04 18:35:49 CDT 2016","BRO06-O5UB6-OCL4H-7HM9M-DGCT6B"
